stars,comment
1.0 out of 5 stars,"







  
  
    Being a small aged person I was looking for a light weight manoeuvrable vacuum and after doing a lot of research, was sure this would be exactly what I needed.  I purchase items on the internet as they are delivered to my door.  The much excitement when it arrived turned to upset, disappointment and anger when I found I had been sent an American model and I live in Australia, which was certainly known as it did arrive at my door. The motor wattage & voltage in Australia is not compatible with an American motor.  My money was wasted but, more important I haven't received a vacuum that would make my life so much easier.  So it sits in pristine condition neatly packed in it's box as I am not able to find transport to return it.  Such a waste !!!
  
"
1.0 out of 5 stars,"







  
  
    I had this product for less than 3 years and the tube broke. They claim these vacuums are made from quality materials and parts. Since it was purchased from amazon it has a limited warranty so they would only cover 50% of the part which is 100 dollar part. Clearly a manufacturing defect the part is meant to bend but doesn't last! Not worth the money!
  
"
1.0 out of 5 stars,"







  
  
    Bought this in July. It's been working great. But in Christmas Eve day we were vacuuming and smelled something burning. Opened the hatch with the cloth filter and flames shot out. Pretty scary!!
  
"
1.0 out of 5 stars,"







  
  
    Scratched my wood floors. Not sure what happened but the roller started making a loud sound and then it started hitting my floor really hard leaving tiny gouges in the hardwood. I like this vacuum because it has a powerful motor and really picks up dirt, but maybe it's a bit too powerful for real wood floors. The canister is easy to get on and off and I really like all of the attachments. I hang it on the wall for storage. However, it is more top heavy than I would like, and it does not stand up on its own.
  
"
1.0 out of 5 stars,"







  
  
    I've had this vacuum for Several years now and the performance is great until it needs repairs. I went to my local vacuum repair shop and was informed that he could not get a authorization to repair their units. I then called shark customer service and asked for their closest repair shop. The man had such a heavy accent that I had trouble understanding him. He kept insisting that I needed to give him the model number so he could make a decision as to whether it was under warranty. I explained to him that it was not under warranty and I just wanted a repair shop. I finally ended up hanging up on the man because I couldn't get him to understand what I needed. I went out and bought a Bissell.
  
"
1.0 out of 5 stars,"







  
  
    I hate this vacuum. My boyfriend bought it for us due to the good reviews, but it just doesn't work well. The brush roller knocks items around instead of picking them up and constantly gets tangled with hair. I have to pick up ""larger items"" (like dog food) by hand and sweep afterwards to get dust even after doing multiple passes. I stare at dirt on the ground going over it multiple times praying that it will get sucked up to no avail. It doesn't stand by itself so it gets heavy after while and my arms are exhausted after doing the whole house. Save yourself the trouble and get a Miele.
  
"
1.0 out of 5 stars,"







  
  
    Very disappointed.  Does not stand up so. You have to lay it down or lean it against a wall. It is very awkward to use and the attachments are worthless. I am going back to using my old $40 upright. It works better.
  
"
1.0 out of 5 stars,"







  
  
    I gave this a 1-star because you can’t replace a simple vacuum hose (HV302).  You have to purchase the Lower Vacuum ($99).RIDICULOUS
  
"
1.0 out of 5 stars,"







  
  
    i hope the vacuum i got was defect or something after reading all those positive reviews.suction is poor thats enough to return this product. it didnt pick anything in a kitchen, it didnt pick anything on a carpet. it back shoot dirt since theres only rotating head and poor suction.i had to change to dyson.if your dream vacuum is dyson but hesitating because of the cost, i would say BUY DYSON. It might cost you $150 more than shark. but its really really really worth it.
  
"
1.0 out of 5 stars,"







  
  
    It won't last more than a year!
  
"
1.0 out of 5 stars,"







  
  
    I feel like I'm the only one here who thinks this vacuum is horrible.  It is more of an electric broom than a vacuum.  I am using in on low nape carpet and hardwood floors.  I was hopeful that I could use this for light cleaning.  Sadly, no.  From day one, this unit has been underwhelming.The unit pushes dirt behind it, rather than sucking it up.  There is very, very little vacuum being created, despite the noise.  Using it to clean window sills, it won't even suck up a dead fly.  I have cleaned it, removed the filter ... done just about everything I can think of to get better performance.  Finally, I've just gone back to using my heavy canister unit.
  
"
1.0 out of 5 stars,"







  
  
    This vacuum straight up is the worse always clogs on bottom of vacuum that doesn't pick up that good... had for 2 yrs and nothing. It problems with.. would not recommend to anyone have to clean the tube and bottom of vacuum every time we use it
  
"
1.0 out of 5 stars,"







  
  
    It came with NO FILTER.  I'm taking it right back.
  
"
1.0 out of 5 stars,"







  
  
    Worst vacuum ever, I hate this vacuum so much!!!!! Please don't buy this vacuum unless you want to spend all day vacuuming all day!!!! I have to go over the same spot numerous time and, I still feel like it didn't pick up all the dirt. Please just invest  in a Dyson.
  
"
1.0 out of 5 stars,"







  
  
    This is way too top heavy, I am a bodybuilder and it causes my shoulders to hurt. The canister is extremely small and has to be emptied often. Have a trash can close by or your will have to take the entire vacuum with you to the trash can. I hate it and wish I never bought it.
  
"
1.0 out of 5 stars,"







  
  
    this was shipped to Australia. the voltage is different and you have to buy a step down converter, this was unknown to me and just used a conversion plug which blew up the motor and wrecked my rocket renderering it useless, The step down convertors are approximately 150 dollars and should be pointed out to all Austrralain customers,I am now the loser of 270 dollars and not very happy
  
"
1.0 out of 5 stars,"







  
  
    Roller mechanism broke after about 2 hrs. of total use.  I thought it was just dirty so I cleaned the roller thoroughly. However, it kept locking up after turning back on and tried to vacuum.  Very disappointed.  Also, the emptying process is a bit arduous...Betther keep the vacuum well away from the house when emptying.
  
"
1.0 out of 5 stars,"







  
  
    Smells like burning rubber every time I use it! I've tried cleaning all the filters multiple times, and I've even tried putting a dryer sheet in with the exhaust filter to get rid of the smell. But nothing I've tried works! It's smelled like this since it first came out the box and hasn't changed. We have to open a window after every time we use it, and we're starting to prefer the broom just because of the smell.
  
"
1.0 out of 5 stars,"







  
  
    Worked great for the first year and a half. Little to no suction after that on either mode, and it deposits what it just picked up back onto floor once powered off. I empty the vacuum after each use and clean the filter regularly.  Customer service offered me a replacement for retail price. I’ll avoid Shark products in the future.
  
"
1.0 out of 5 stars,"







  
  
    No height adjustment for the roller brush. So after frequent use, the threads on my carpet are getting destroyed.Why design it with no height adjustment for the roller brush? Please don't answer that.Sure it's light but regret buying this and even more paying the price. Not worth it.
  
"
1.0 out of 5 stars,"







  
  
    I’ve had this vacuum for about 3 years and after a year the motor head stopped working and customer service said we had buy a whole new one at $50. Fine whatever, we bought it. Works fine again for a months and the SAME thing happened to the new motor head I just bought! Not buying another $50 motor for this stupid waste of money!
  
"
1.0 out of 5 stars,"







  
  
    Really, my own fault. I should have known better than to buy another shark product. Years ago I bought a shark cordless sweeper, could not find a replacement belt for it. This time, I misplaced the dust cup door (fell off). Searched every appliance parts site on the web (including Shark). Not available. In fact, none of the sites (including Shark) even recognize the model # ( HV301 40) .Save your money.
  
"
1.0 out of 5 stars,"







  
  
    This is the worst appliance I have ever used. I'm going to just chuck it. All it does is push the dirt around and does not suck anything up. I have no clue why people say this is good. Worst thing ever
  
"
1.0 out of 5 stars,"







  
  
    worst vacuum I've ever purchased. I loved it right out of the box for the first 30 days. then everyday after that it lost suction until less than six months of ownership it had zero suction. very expensive vacuum for 30 days of use.
  
"
1.0 out of 5 stars,"







  
  
    The worst vacuum EVER!! My $40 dirt devil works better than this!!Does not suck anything up and if it does the second you move it or bump it everything comes out!
  
"
1.0 out of 5 stars,"







  
  
    I ordered this vacuum on 2/16, arrived 2/24, returned on 2/26 - and I am STILL waiting on my refund from Shark! They claim you get a full refund but you don't. They're telling me I am responsible for the shipping.1. Vacuum is clumsy! You can not leave it in the upright position, it will fall over! You must remove the top part and set it on the hook by the base.2. When vacuuming the floor, it it very hard to keep it in a straight line. It wants to swivel left to right.3. The vacuum is pretty loud and high pitched.4. All in all - It's a waste!I use many other Shark products such as the Sonic Duo, Steam Mops and the Rotator Professional Lift away. I love all of those products, but this Rocket was a complete disappointment.I had to make 2 phone calls and 2 online chats to get the credit resolved and its going on 4 months! I am told the return will be processed within a week, We shall see...
  
"
1.0 out of 5 stars,"







  
  
    Used this vacuum 3 times and it no longer works.  So much for never losing suction!  I dont even have pets!  No excuse for this.  Very disappointing.  Also, I have reached out to the company several times with no response.
  
"
1.0 out of 5 stars,"







  
  
    Worst vacuuming experience ever. Very heavy and awkward to handle. Doesn’t provide good suction. Whoever designed this has likely never actually vacuumed a floor.
  
"
1.0 out of 5 stars,"







  
  
    Worst vacuum ever! It's a pain to empty, dust and dirt fly everywhere when you empty the canister.  If you take the vacuum outside to empty (which I recommend), you have to drag the huge chord with you. I will never buy a bagless vacuum ever again. I had the vacuum for about a year and finally just threw it in the trash the other day. Gross!
  
"
1.0 out of 5 stars,"







  
  
    This is called an upright but it is only an upright if you hold it upright or prop it up on something.  It will not stand up on its own.  Emptying the very small cup is not easy.  I have to take it outside.  Otherwise there would be dirt on my newly vacuumed floor.  Save your money.  Buy something that works.
  
"
1.0 out of 5 stars,"







  
  
    ordered cordless vac and got a cord vac
  
"
1.0 out of 5 stars,"







  
  
    I have the same these are BroomBurned out I need to change what can I do ??
  
"
1.0 out of 5 stars,"







  
  
    I was very disappointed in this Shark. After owning and using their rotator lift away for our cleaning business, I was excited to see another, what I thought was a quality powerful vacuum. Wrong. It is lightweight and has a long cord but that's where the positive ends. The dust cup is just that, meaning it only holds a cup of dust before it's full. Then, because the dust cup does not detach from the motor to be emptied, you either need to drag the trash can to you or unplug the vacuum, carry the whole unit to the can, and strategically hold the cord out of the way to dump the cup. The suction is mediocre at best but I guess that's better or you'll be emptying the cup every thirty seconds. Since the cord wraps around the motor and the cleaner head, you cannot break the vacuum down into smaller bits without getting creative with the cord. Lastly, the exhaust comes out of the back of the cleaner so it always points at your head and will get really loud if you use more than five minutes.
  
"
1.0 out of 5 stars,"







  
  
    I am in morning- my shark just died. when I purchased about 1.5 years ago this vacuum did a great job. the suction seemed great, light to carry around, and grabbed a lot of pet hair. I was happy, now I am not. In the last 10 months of so I could barely make 5 passes without the tube getting clogged with pet hair globs. The brush would grab all the hair and not suck very much in the tube and if it did all would get clogged in the tube. I have the same amount of pet hair that I've had for 10 years- so the suction on this shark is crap! One of the things I researched when I purchased the Shark was the promise of great suction. More suction then the dyson and for a fraction of the price. I know things break over time but I expect my vacuum to last atleast a few years before real troubles begin. Alas, I am tossing another broken vacuum in the trash. I plan on calling Shark customer service and see if I can return this piece of crap.
  
"
1.0 out of 5 stars,"







  
  
    It worked pretty well at first. Now I have to go over the same area multiple times and it still doesn’t get it all. I kept up with maintenance but that didn’t make a difference.You may as well buy a cheap one.It’s it’s not worth the high price tag.
  
"
1.0 out of 5 stars,"







  
  
    The vacuum worked well, and was awesome until the power head flex hose cracked. Thus rendering It useless for vacuuming carpet. The 5 warranty doesn’t cover the flex hose. I used some gorilla tape to temporarily use the vacuum. I won’t be purchasing any more products from Rocket.
  
"
1.0 out of 5 stars,"







  
  
    I purchased this almost a year ago. For the first few months, worked great, exactly like other reviews claimed. So I'm mostly writing to report the longevity.It doesn't have any. I completely cleaned the filter, completely cleaned the brush, emptied the container, and it didn't help. This thing simply doesn't suck anymore. I clean two rooms and there's hardly anything in the container, it doesn't pick stuff up off the floor that I can obviously see, and after I finish vacuuming (where I go over the same area 3 times), the floor still doesn't even look clean! Additionally, it straight up spits stuff back out. If I lift the vacuum at all, I get bombarded with little shards of things. Essentially, the brush head seems to grab stuff, but the suction has stopped working. Huge disappointment, will definitely be going back to a full upright container vacuum. :(
  
"
1.0 out of 5 stars,"







  
  
    I didn't buy this from Amazon, but want to let people know that I really dislike this vacuum and am sorry that I paid what I did.  For what you get it should only be around $40 or $50. The suction is terrible, yes it does pick up dust and animal fur, but if something just a little heavier is next to the wall...forget it, be prepared to bend over or go back over the floor with a broom. Yes, it is light weight but you have to hold it up the whole time you are vacuuming it will not stand up on its own...ever! It will get heavy if you have a normal to large room. Every time I have to pick up something that it wouldn't vacuum up, I have to lay the Rocket on the floor. I should have bought another Hoover, love my 18 year old Hoover, it is falling apart but it still has powerful suction. I just wanted something not so heavy.
  
"
1.0 out of 5 stars,"







  
  
    I am fully satisfied - it was easy to assemble and easy to use.  the extra long cord allows me to vac all my rooms without having to stop and plug it in somewhere else.
  
"
1.0 out of 5 stars,"







  
  
    Bought this 10 months ago, it worked great, wonderful suction, etc. Then the dust compartment would not stay closed so it would randomly dump crud onto me while I vacuumed. I called the Shark warranty support (it had a 5yr warranty) and they said I can ship it out to them to be fixed for 4-6weeks for $20 or buy a new one from them with no additional warranty time (and final purchase) for close to $100.Will not buy a shark again due to those horrible business practices.
  
"
1.0 out of 5 stars,"







  
  
    This is the worst vacuum I’ve ever owned. 2 cats and a long haired dog and it barely handles the pet hair. It’s clogs so easily between human and pet hair or anything else of substance. I have to continually go over areas several times to still not pick up all the dirt. Cat litter? forget it.I’ve had Dysons, Dirt Devils and Bissel. Will never buy another shark.
  
"
1.0 out of 5 stars,"







  
  
    We bought this vacuum for the office and it took sometime to put it together which is not a big deal, the problem is that the vacuum is extremely heavy which make it heavier to maneuver, its not like you regular one that the engine is on the bottom of the set, this one is way on top, and as if that was not enough the wheels self rotate, making it even harder to move around.
  
"
1.0 out of 5 stars,"







  
  
    The flexible tube from the brushing head to the handle split in less than 9 months.  Customer service said it was not under warranty even though it was less than a year old.  Said I needed to purchase a new brushing head.  Absolutely awful company.
  
"
1.0 out of 5 stars,"







  
  
    I am so disappointed in this vacuum.  I owned a Shark before and loved it. It is like this is a completely different brand.  It does not have enough suction to pick up simple crumbs from my kitchen floor!  After I vacuum, I have to get on my hands and knees and pick up everything it missed by hand.  It's ridiculous!  All for the privilege of paying $200!  As I'm vacuuming, I can see it spitting things out the back.  When I turn around, the spots I just finished vacuuming are covered with more crumbs than were there before I vacuumed.  And, it's not because it's jammed up or needs to be emptied.  I'm so pissed that I need to go purchase another vacuum after paying so much for this one!
  
"
1.0 out of 5 stars,"







  
  
    Love my Shark Navigator so I expected to love this even more. I was excited to be able to get under the furniture with this one. Totally disappointed within seconds of use. The good--It has great suction just like any other Shark. The bad--The weight is at the top, making for a sore arm after vacuuming just the living room. Very awkward and uncomfortable. Because the bottom is light and top is heavy the bottom was constantly lifting off the ground when I tried to maneuver the vacuum, which I had to do a lot because it kept going in its own direction. The handle has a ribbed rubber grip that rubs a blister with prolonged use. And the final issue I had is that it doesn't stand up on it's own. I let go of my vacuum several times while cleaning so that I can move things and this one needs to be laid down. Not a big issue but inconvenient and when added to other bigger issues it was a total aggravation.
  
"
1.0 out of 5 stars,"







  
  
    This is the first vacuum I have ever purchased.  I had much confidence in my initial decision to purchase a Shark vacuum.  I even opted to spend a little more than I wanted, because I wanted to invest in a machine that I thought would last longer than some of the others I was considering.  I had heard great things about Shark products, however now I have lost all confidence.  The base of the vacuum stopped working within the first 2 months.  I purchased the vacuum in May 2017 and now it no longer functions.  I called Shark's customer support and they offered to ship out a new base free of charge, which is great, however, they made me pay for the shipping ($17).  I would understand if I had owned this vacuum for a long period of time, however the bigger issue is that the vacuum simply broke after 2 months.  Additionally, the vacuum is poorly designed and is hard to maneuver.  Do yourself a favor and invest in a different product.
  
"
1.0 out of 5 stars,"







  
  
    I bought into the hype. And now I am paying. I have hardwood and carpet. Not only does this thing NOT lift even bird seed husks from the floor, but it runs so hot that it starts to hurt the hand. Never again.
  
"
1.0 out of 5 stars,"







  
  
    Had it only a month and it stopped working.  I didn't buy it on Amazon but its the same product.  Will not buy again.
  
"
1.0 out of 5 stars,"







  
  
    I hate it.  Have had it for a year now.  All it does it push the dirt around on my area rug.  I have to get it all in the middle or at the side of the rug and then use the hose to vacuum it up. Takes me an hour to vacuum a 12 by 16 area rug!!  Yes, I keep it clean.  Keep the filter clean.  Empty it all the time.  If I run into the furniture, the beater brush stops.  Will never ever buy a Shark again.  Oh actually, my Shark portable for the car works better than this and it was about $300 less
  
"
1.0 out of 5 stars,"







  
  
    After having and loving for 6 months I am very frustrated.  The belt broke.  Normally a simple repair.  Not.  After taking 12  screws out we then resorted to an ice pick to be able to remove the brush.  Ok so we finally got it apart.  The belt we ordered off amazon did not fit.  To large. I specifically looked for the question about the size before i ordered. Am ordering from another site tonight. A week with 4 kids and two dogs is taking a toll on my house!!!
  
"
1.0 out of 5 stars,"







  
  
    I purchased this product from Sears about a year ago as I was looking for an all-around lightweight vacuum cleaner for hardwood floors, rugs that would also take care of pet fur. The product does do all those, BUT it is poorly designed in the following areas. The beater brush is constantly getting tangled with whatever is on the floor (such as pet hair) and has to be laboriously cleaned by hand every time the product is used. There is no easy way to clean the beater brush and you just have to use your fingers to pick out all the debris accumulating there. Further the plastic dust cup gets clogged after just 5 minutes of use because all the dust and debris that the vacuum picks up stays up in the narrow entrance and does not get pushed down the wider part of the cup and instead just backs up into the wand. This causes the vacuum motor to start overheating very quickly.  Overall, a poorly designed product that I would not recommend.
  
"
1.0 out of 5 stars,"







  
  
    So it worked great for the first 6 months, but it kind of slowed down and now I am at the point of buying another Vacuum... I had high hopes because of all the reviews, but I wouldn't buy another one.
  
"
1.0 out of 5 stars,"







  
  
    I bought this for my wife and I to use instead of lugging out the cumbersome electrolux. It is very light, and has some real suction power to it. It's easy to clean out too. A lil on the pricey side, but I hope it lasts a few years so I get my money's worth.***1/23/19- 9am Update***I had to replace the top head unit once. The plastic hinge broke, so I called up shark and they sent out a new unit for $20. Not bad.Next thing I need to replace is the beater brush/head unit. I think it's wearing out because it's not picking up hair from the dog n cat anymore.  So I'm off to look for a replacement.The vacuum has been great for us. I have no complaints. It has done all that I wanted it to.***1/23/19 - 3pm Update***So i just got off the phone with shark cs. man what a joke. The vacuum head is not covered under the 5 year warranty.  the cost to replace it will be $99 or $47.95 with a one time discount. So, on top of the $200 I spent to purchase it, they now want me pay another 50 bucks. I don't think so.When this thing dies, it's going in the trash. I'll never buy another shark vacuum again.
  
"
1.0 out of 5 stars,"







  
  
    A gift this Christmas for my wife so she can quickly vacuum up minor crumbs, etc and mainly for the car, instead of dragging out the regular vacuum cleaner,  & shop vac for car.  Her first comment was its to heavy......then the vacuum cleaner dosen't even stand by itself.  If I knew this, I wouldn't have purchased to begin with.  Its packed nicely and going back.
  
"
1.0 out of 5 stars,"







  
  
    This did not come with dust-away hard floor attachment and microfiber pad like it says. I ordered this for that tool. So don't believe what it says. Now I am going to have to figure out how to get it all in the box to return it.
  
"
1.0 out of 5 stars,"







  
  
    It broke not even a year used. The flex hose from the head broke after few months, bought the hose separately and changed the hose then worked for a month and now the brushes stopped spinning. Called manufacturer they said the don't cover anything except the main motor of the vacuum, and that everything else is sold separately to buy.
  
"
1.0 out of 5 stars,"







  
  
    I started writing this review about 3 minutes ago and it was stopped and I wasn't able to finish. No matter, I was vacuuming and the whole wand broke off. I stopped and went to unplug and the connection between the canister  and the wand started  arcing. The vacuum no longer works. Needless to say. No pun , but it really shocked me. If you own this model please be careful . I have had this unit for over a year no trouble till now. I really liked it.
  
"
1.0 out of 5 stars,"







  
  
    I have had Shark products in the past and they were great!! But this Rocket is  total disappointment; it is cumbersome to use and the floor and tools barely pick up!! You have to go over the areas multiple times and even then it will not pick up!! The bagless container fills up too fast and it is a pain to clean out!
  
"
1.0 out of 5 stars,"







  
  
    not as described !!!  This is NOT the same as described in the ads!!!  The under appliance wand, as picture, is NOT INCLUDED!!!
  
"
1.0 out of 5 stars,"







  
  
    Warranty only covers motor.  Does not cover any of the other parts, such as the problematic vacuum head.  Not only that, the website has been giving the same error for 3 weeks:  ""The product registration cannot be completed at this time. Please try again later.""  Without registration, they will reject any warranty claims.  buyer beware.
  
"
1.0 out of 5 stars,"







  
  
    BOUGHT THEIR LESS EXPENSIVE UPRIGHT VACUUM WITH TOOLS; TWO MONTHS AFTER THIS VACUUM WHICH HAS BETTER SUCTION AND VERSATILITY. ""Good"" suction for BARE FLOORS AND CARPET. BUT SHARK UPRIGHT WITH TOOLS CLEANS BETTER FOR DOG'S AND CAT'S HAIR AND VERY QUIET. JUST DOESN'T VACUUM UNDER FURNITURE.
  
"
1.0 out of 5 stars,"







  
  
    Update... After 16 months the plastic pieces holding the pin in place (for the dust bin door) broke off. I now have a Velcro strap holding it together but it doesn't seal well enough to maintain sufficient suction. Warranty only covers items purchased directly from Shark LLC. Apparently this does not include Amazon. Extremely frustrating to say the least.Love this vacume. I have to empty it a couple of times, but it does an excellent job on pet hair. We have wood and carpet and it works well on both. It goes right under the furniture, the swivel head is very useful.
  
"
1.0 out of 5 stars,"







  
  
    so this was bought in 2016 but was usd infrequently as it has a small capacity cup so we used it for general spot cleaning and not for carpet, well our main vacuum went up so we started using it as the main vac for a little while and in no time at all the brush was bound up and even after fully cleaning it of hair it still can not be moved, not by hand or by the motor.unless you live in a 1 floor apartment with all hardwood i can not recommend this vacuum at all, way to expensive for not much vacuum
  
"
1.0 out of 5 stars,"







  
  
    Unit worked well, very light use in very short carpet basement - only used a couple of times a month for a few minutes at time. Motor burnt out in August after purchase in February of same year. Under warranty but Shark (it's in the warranty fine print) hits you for $20 shipping for warranty replacement. Fail. Despite how good units work (we have a larger one two on it's THIRD motor), durability is a joke and warranty coverage charges are obviously because durability is so low.
  
"
1.0 out of 5 stars,"







  
  
    *** update*** ended up buying the replacement head and now here we are a year later and the exact same part melted again. Do not buy this vacuum cleaner unless you don’t mind the frustration and the $99 annual replacement head. I am extremely disappointed in this shoddy product. My last vacuum cleaner from Sears is still working after ten years.Loved this little light vacuum at first but here we are in December 2018, (I ordered this September 9th) so it’s been about three months we’ve used this vacuum cleaner, and it no longer works. I’m thinking should be covered under warranty, right?! Nope. A new vacuum cleaner head will cost me $99, almost as much as a new vacuum. Don’t waste your money. This company does not stand behind their product.
  
"
1.0 out of 5 stars,"







  
  
    This is the worst product ever. This threw dirt and dust around my home. On top of that the customer service from Shark stinks. I would recommend that NO ONE PURCHASE THIS PRODUCT. They (Shark) do not stand behind this product and do not care about the customer.
  
"
1.0 out of 5 stars,"







  
  
    This Shark Rocket is light weight, and has a long power cord, but that is all I can say about it, my old Bissel Trilogy picks up twice as good as this.  I am extremely disappointed.
  
"
1.0 out of 5 stars,"







  
  
    Constantly the metal tube gets clogged and the vacuum just spits things out. Even if it's not clogged it misses a lot of stuff definitely can't pick up kitty liter and is useless on my hardwood and tile floors. Such a waste of money
  
"
1.0 out of 5 stars,"







  
  
    Disappointing that Shark has deceptively written this product description to keep popping up under searches for ""CORDLESS vacuums"", as it LOOKS like the Dyson and Hoover CORDLESS models.  In fact no where in this product description does it mention cord OR battery. And even makes a pretty intentional effort to NOT actual show the power CORD in the pictures. Surprise. It is a plug in. Wonder how much Amazon loses on return shipping due to this obviously intentional misleading advertising?
  
"
