stars,comment
3.0 out of 5 stars,"







  
  
    I'm a little disappointed.  I didn't want to spend as much to get a dyson, so I tried this.  I was considering returning it but it'll do.The added parts - there are many which is nice, but I don't know where to store them all.  I'll probably rarely use them as it's not convenient for me to store the bag and then dig through it.  Not a big issue, but just my preference....I like the onboard extras of other vacuums I've owned.Balance - it's very top heavy, so standing it up is difficult.  Plus I get a little tired pushing it around.  I'm used to the bottom floor piece being heavier, so again, not what I was expecting.Emptying - it's a little awkward, again because of the balance.  After a few tries, I now understand I need to empty it in a lower trash bag.  I cannot pick it up to empty in my tall kitchen garbage.  I wish the cup removed completely instead of needing to tip the whole unit over to empty.Side sweeping - my dyson canister and uprights that i've had even sucks up around the side.  This machine only gets what is directly in front of it.  It's fine but not as efficient.Overall it's fine for my second floor quick clean so I don't have to lug the canister vacuum up.  It was not enough to clean my whole downstairs without emptying a few times...plus it took much longer.
  
"
3.0 out of 5 stars,"







  
  
    i had a Miele prior, and lost it in my house fire, so my limited funds to replace led me to a Shark. i've had this for 2 years - the chord! can we talk about the awful chord? it is all knotted and twisted- it is a mess. i have to go to a local vacuum repair shop to replace it. i wrap the chord around the chord holders, and i do nothing out of the ordinary with the vacuum except use it. in addition, the front cover over the filters keeps popping off while i use it, so i had to duck tape it in place. i should have saved my money up and bought a Miele.
  
"
3.0 out of 5 stars,"







  
  
    Top heavy and difficult to use for someone with weak hands unless being used on floor. I bought it for its light weight and for dusting ceiling, furniture, stairs, hardwood floors. Also you have to check which accessories come with it. You just can't look at the picture.  It worked well enough on my hardwood floors and the brush underneath was simple to remove and clean.
  
"
3.0 out of 5 stars,"







  
  
    This is a heavy stick type vacuum.  If the 15 or so pounds of the vacuum were at the base I could have used this thing.It is very good quality and excellent suction with many features.  The weight was just too much for me.  I ended up using both hands to push this thing around.  If you arer young, healthy and strong go for it.
  
"
3.0 out of 5 stars,"







  
  
    Ok I love it. I am a custodian with a highly demanding area. I can hang this on my cart vacuum just anything and anywhere. Love it! But realizing that the way I use thus wonderfully built vacuum I will need replacement parts. That is a bid problem because the brush bar alone is almost what I paid for the whole unit with all the attacbments. So it will only last as long as the brush bar lasts.
  
"
3.0 out of 5 stars,"







  
  
    1. Top heavy (7 pounds or so) with the motor being at the handle. If you're not real strong, it's an adjustment.2. This also means it won't stand upright by itself.3. For me, it's tricky emptying the dust cup (the release button is on the bottom. I have to hold the vacuum with one hand, push the release with one finger while pulling the lid down with another.4. I like cleaning the dust cup after use but it doesn't detach from the vacuum. I have to release the wand and brush from the motor so I can turn it over to wipe it out.I suggest taking a look at one in a local store to see if the above is as bothersome as for me. Yes, I would return it except for the hassle of doing so.Pro - it has very good suction and nice long cord.
  
"
3.0 out of 5 stars,"







  
  
    This vacuum worked well for about a year, after that random things started to break, most recently the plastic tabs that hold the waste canister together.  I cannot use the vacuum now because mid use the canister just falls off and everything I have swept up falls all over the floor. The suction is good but the quality isn't so hot.  You will have to replace after a year or two.
  
"
3.0 out of 5 stars,"







  
  
    This does a GREAT job cleaning. However, it's very uncomfortable for me to use this for an extended time. It wears on my hands.
  
"
3.0 out of 5 stars,"







  
  
    It’s a fine vacuum but I stupidly thought it was cordless. During the first and only use, the cord literally knocked over a glass and broke it in my tiny apartment — I am used to cordless! It’s also much heavier than a stick vacuum, so it’s going back.
  
"
3.0 out of 5 stars,"







  
  
    I bought this to vacuum up the kitty litter the cats track out of the pan.  It works.... But just so.  I may return it if tech support can't figure what's wrong.
  
"
3.0 out of 5 stars,"







  
  
    Easy to handle, though a bit top-heavy.  My first bagless vacuum.  One issue that may resolve in time, there is a strong odor in the closet where I store the new vacuum, which definitely was not there before.  I'm hoping it will dissipate soon!!  Has better suction than my expensive Riccar!
  
"
3.0 out of 5 stars,"







  
  
    Noisy Noisy Noisy.  Now I know why the guy is akways yelling on the infomercial.  But it truly sucks up dirt from Garbage
  
"
3.0 out of 5 stars,"







  
  
    don't like the cord!!!!!
  
"
3.0 out of 5 stars,"







  
  
    works good not real easy to handle. your arm can get tired
  
"
3.0 out of 5 stars,"







  
  
    The vacuum head not as big as it should be (I feel) or as heavy....
  
"
3.0 out of 5 stars,"







  
  
    It's light, but could have done better. Has a few annoying features. Doesn't stand when not in use. When emptying,can't detache power cord from canister.
  
"
3.0 out of 5 stars,"







  
  
    Works great, but downside is that it doesn't stand up on its own. You have to lay it down flat. Also when you dump the trash the cord is attached to that part so if your trash can is far then you would have to take the cord with you.
  
"
3.0 out of 5 stars,"







  
  
    I bought this to pick up cat litter in the bonus room of my house. It doesn't do a very good job. The holder for the vacuum is not very  sturdy when it's hung on the wall
  
"
3.0 out of 5 stars,"







  
  
    I did not receive the dust-away hard floor attachment + washable microfiber pad.
  
"
3.0 out of 5 stars,"







  
  
    It does not have the amount of suction I was hoping for.  But, I do like how light-weight it is, because I am disabled and can't use heavy vacuums.
  
"
3.0 out of 5 stars,"







  
  
    Product works good, but I keep having to empty the canister. I do not like the fact that it doesn't stand upright.
  
"
3.0 out of 5 stars,"







  
  
    As other reviewers have noted the unit has to lean against something since the unit is not made to stand upright on its own. The vacuum has average suction. My unit was missing the dust away attachment and the wall plate. I called the Shark customer service number. I was told that both items have been requested and I should receive it in the mail. It has been 2 weeks and I am still waiting. Without the dust away attachment, this vacuum is not very useful in picking up floor dust.
  
"
3.0 out of 5 stars,"







  
  
    good product.
  
"
3.0 out of 5 stars,"







  
  
    While this is a good vacuum, I was disappointed by the lack of suction.
  
"
3.0 out of 5 stars,"







  
  
    Thought it would be lighter than it is. But it is very convenient as I have a dog that sheds.
  
"
3.0 out of 5 stars,"







  
  
    It is top heavy.  Cannot stand, must lay down when needing to take a break.  Hanger is very light weight.  Good suction.
  
"
3.0 out of 5 stars,"







  
  
    Wand connector to the bottom part of the vacuum stop working. Can't find a repair store around the area that I live
  
"
3.0 out of 5 stars,"







  
  
    We've had a Shark Rocket for 3 years now, and I have to say I'm disappointed.  It is very maneuverable, and that's a plus.  But the suction is actually quite poor, even with clean/new filters.  I still find myself going over the same area of carpet 3 times just to get the visibly bouncing junk to vacuum up.  We recently hired a housecleaner, and their vacuum actually gets the carpets clean, and we immediately saw the difference.  Rather disappointed in this 'Amazon best seller' product in the end.
  
"
3.0 out of 5 stars,"







  
  
    Outstanding suction.  To empty dirt compartment you must take the cord with you.  Unless you have a place to mount the unit it is quite top heavy and falls easily.  Like the filter that's washable instead of buying new filters all the time.  Would purchase an upright next time.  Love the brand and it comes with plenty of accessories.
  
"
3.0 out of 5 stars,"







  
  
    returned this item--ordered wrong model
  
"
3.0 out of 5 stars,"







  
  
    Bought this on the ""deep deals-open box items"" site.  The description said the box had some damage.  It didn't say the vacuum came with someone else's hair in the roller brush and their dirt in the collection cup.  Creeps me out.  Vacuum seems okay-moves easily but sprays particles on hard floors.
  
"
3.0 out of 5 stars,"







  
  
    I love how this vacuum cleaner operates on the steps.  It also vacuums doormats and cow hide rugs with ease along with Persian rugs.  It has a super long cord which is great for doing a two-story home.  It can grab insects in hard to reach places like above a curtain or a window.  The suction capability is great but this vacuum is very top heavy and cumbersome to handle.  If you do not balance this on an object while you are cleaning, it will fall down with a loud crash and you can damage it and it was not cheap.  It is not quite as light as it looks and I am disappointed that I have spent the past 30 minutes trying to register my purchase and I cannot find the serial number nor the model number on their web site and I am an educated person.  Most people will give up on the registration, which will be good for Shark when it comes to replacements.I set up an account and even photographed the box and the Shark label. Apparently you have to take the dirt canister off and then find the serial number behind that.  Mine does not have one that I can see because Shark has placed the sticker below the line of sight behind the plastic casing.  It is almost as if they do not want you to make a warranty claim, which give me pause.  They have an extended warranty of I think five years, but if you cannot find the label to register it, forget about it! I am sure if you have a problem they will not help you with a replacement without the serial number.  I am too frustrated right now.  I will wait until Monday and call them and let you know how it goes.  This is NOT a user friendly appliance by any means.
  
"
3.0 out of 5 stars,"







  
  
    Its a great vac for those who want something that is light and easy to move from floor to floor but here are some issues:For all the reviews which say, ""It just stopped working"" i'll bet it the electrical cord connection at the top of the vac.  When you wind the cord on the bail, it pulls the cord down at an abrupt angle.  This eventually broke the electrical connection where it enters the vac on our machine.  Additionally, the thing doesn't stand on its own and cannot be propped up unless the bottom is wedged into something.  Otherwise, it'll just roll out from under the head unit and come crashing down.  Finally, the bin is in a difficult place to empty it without making a mess.  While the vacuum seems to be weak, it really picks up a lot of stuff!
  
"
3.0 out of 5 stars,"







  
  
    Pros: it has good suction power, I love you get two cleaning heads one for carpet one for hardwood, they are easy to change just push a button to remove to replace click into place. The extra long cord is great, as are the attachments with a nice storage bag.Cons: I have a huge blister between my thumb and index finger because the handle has a very rough knobby piece of rubber on the handle, it would be great if it were smooth. It is top heavy, it will not stand by itself you must lean it on something or lay it on the floor. You cannot unplug the cord to empty the dust cup I have to gather the cord to take it outside to garbage can.It says lightweight but I am a senior and it seems really heavy to me.
  
"
3.0 out of 5 stars,"







  
  
    Nothing worse than a review from someone who has owned a product a week, right? Well, I've had this over a year and feel I can confidently address it's strengths and weaknesses according to my usage.Pros:-Light-weight-Maneuvers well, especially tight spots-Small foot print for storage-Plenty of attachments-Extra long cord (really like this)-Easy and flexible configurations.Cons:-Worked much better in the first few months-Small compartment (mixed feeling on this, see below)-Stuff gets caught up in the suction areas fairly easily. requires some maintenance, but usually not too bad-Some of attachments don't work that greatOverall, this is a decent vacuum *for what I paid for it*, which was at the time like 150 dollars when they were going pretty consistently for $200.In my humble opinion, $89-189, you're still in the mostly the budget vacuum arena and should have your expectations set accordingly.I hate nothing worse than emptying out one of the standard vacuums that end up with a huge amount of dust in the air and all over you. So while some have complain the dust compartment is a bit small, I actually see the compartment needing to emptied more frequently as a good thing. It  keeps me honest. And it's really not that much of a inconvenience, especially the way it has the really long chord and snaps apart so easily. I can usually get right to the garbage without having to unplug it.I have a long haired dog and golden and it does a decent job getting hair out of the area rugs. Out of the box, it worked great. I have not really used it *that* much in a year, I am not one of those people who uses it every day. But it doesn't work as well as it used to and I have broken the thing down to clean the brush and other parts few times. My experience is even with the expensive vacuums this becomes an issue at times, and at least it's easy to do on the Shark.The attachments that included are neat, but they only work ok. With the rotating brush, this thing did pretty well relative to it's size and price. However, when I use some of the other attachments, it's not that impressive. In my experience, the cob webs in the corner of your ceiling or on the fan, it's much quicker and less frustrating to use an extended swiffer than it is to try to vacuum them with the shark. It's almost as it you don't get the suction head over every single piece of the cob web, it's not going to do a great job (I think like a lot of you, I expect that it I get over and part of a cob web it would suck the whole thing down like a shop vac. It doesn't. Bummer, because using it for stuff like that or cleaning ceiling fans was a pretty big draw for me.I've also used the detailing brushes and was excited to use this clean the tough spots in my car like air vents and in certain little cracks. I think I only tried it twice and was simply not that impressed with it to the point of almost making it seem pointless. As I am writing this, I am almost wanting to go try it again to make sure I didn't do something wrong adjusting the air flow or do something differently, but that fact remains that I was pretty unimpressed with it.In closing, I don't think you're going to go wrong buying this vacuum, especially now that is appears be down to about $140. I used it as my one and only vacuum at this point and don't have any serious complaints. If you are expecting that all the configuration options and attachments are going to forever change the way you clean, you might be disappointed... I was. But overall, I am satisfied with the purchase.
  
"
3.0 out of 5 stars,"







  
  
    I asked for this for Christmas. We have a Dyson but I have Swiffer vac'ed the kitchen & entry for years and was sick & tired of the Swiffer not holding a charge long enough to do this basic job. The shark rocket is not my favorite cleaning tool but it's not a terrible purchase either.The pros - it picks up a LOT of dirt & dog hair. It is easy to dump the canister. It has a really long cord. It's great for using on stairs.The cons - it is very top heavy and too lightweight on the bottom. So after a while my arm aches from holding up the motor. And the bottom flops around some because it has no weight to it. It will not stand up on its own; you have to lean it against something or lay it down. It doesn't do my small kitchen rugs well at all. If it's on ""bare floors,"" it sucks up the rug. If it's on ""carpet,"" it doesn't do a good job of picking up the dirt.We have had it for almost 3 months and every single time I use it, I think ""I need to write a review of this product"" because the way it is top heavy drives me bananas
  
"
3.0 out of 5 stars,"







  
  
    This vacuum was great when it worked but it unraveled a small section of our carpet, which got stuck in the roller. This immediately overheated and melted, fusing the plastic together. I could not remove the roller after it cooled. I’m afraid that if we hadn’t shut it off it would’ve caught fire because of how much plastic just melted and fused. I took it apart myself thinking I could detach the roller but it was literally melted into one piece with the frame. I liked the vacuum but I could never recommend a fire risk like that.
  
"
3.0 out of 5 stars,"







  
  
    After seeing the commercial for the shark rocket I decided to purchase from the shark website. It comes with about 8 attachments. There's a bare floor attachment, attachments for your car, upholstery ( which I use weekly and love it) The attachments are great I just wish they were longer to reach higher surfaces. As for the vacuum itself it is very flimsy. It does not sit up right. It comes with a wall mount. And, you drill the wall mount and set the vacuum on the mount. The dirt cup is very small so after every time you vacuum you must empty the cup. I do like the fact that with  press of the button the dirt comes right out. After I empty the dirt cup I like to rinse the cup with hot water. Since the cord is hooked up to the top of the vacuum where the cup is I have to rinse out the canister with the cord attached which is annoying. Also, I find myself having to sweep my carpet before I vacuum. Anything can get this vacuum clogged. I found myself taking apart the vacuum all the time to get little piece's of paper or plastic which was causing the blockage of dust from getting into the canister. Also, there is no hepa filter. I think I will try to get a rotator lift-away. This is just not for heavy duty carpet cleaning.
  
"
3.0 out of 5 stars,"







  
  
    This vacuum cleans well, but for the price I expected more. It is extremely top heavy and due to this I find it difficult to keep the base solidly on the ground when I'm vacuuming. In addition, I did not realize that the vacuum would not stand up on its own. This is frustrating when you are mid vacuuming and need to stop to move items around, as you have to find a wall to rest it on. I don't know why this wasn't obvious to me when I purchased this item. However, I do love all of the attachments it comes with and have found those really useful! Overall, I was drawn to this because of its unique design and good reviews but will probably return it for a traditional vacuum.
  
"
3.0 out of 5 stars,"







  
  
    Great vac except it hurt my wrist as all steering and weight is on the top of unit. Love other Shark models tho!!
  
"
3.0 out of 5 stars,"







  
  
    Still trying to get used to this.
  
"
3.0 out of 5 stars,"







  
  
    This shark rocket has really good suction and cleans good but to use it to dust anything overhead it is to top heavy.
  
"
3.0 out of 5 stars,"







  
  
    I'm going to be honest- you're not going to like this as much as a Dyson. But I couldn't personally justify spending hundreds of dollars more on a Dyson since I was already buying loads for my new home. It works fine, the cord is ample. But I just don't get that feeling of it really engaging with the floor when I use it- with a Dyson (I had one before I moved continents) you felt it was totally in touch with the floor surface and didn't miss anything.
  
"
3.0 out of 5 stars,"







  
  
    Nice
  
"
3.0 out of 5 stars,"







  
  
    Finally that horrible swiffer vac died, it took forever to charge and its run time was a joke, I went on the hunt for a stick vac.  I subscribed to consumer reports to save myself from that horrible feeling of getting ripped off! I bought this and I am not really sure why I still have it.  I like it so much. Its my favorite color orange and it is so easy and fun to take it off to use the wand part to clean corners ect... I haven't used the detail cleaning portion, ironically it was a huge selling point. I want to clean every crevice of my car with it!This doesn't do really well on bare floors.  There is an attachement with a cloth and that works well but it won't stand on it.  The cloth is washeable but it only includes one, but I still have swiffer cloths I need to get rid of. I am using the carpet attachment as a stand, the only way it will stand, with the bare floor right beside it so its taking up more space than I anticipated in my small pantry.  It has a hook, so that you can hang it up, which is what I planned on doing so that I could use it to quickly clean the kitchen and living room, but the cord isn't long enough to hang it up where I wanted too and the handle is too big and it won't fit. I have another place to try, but Its not by an outlet. The real issue with the cord though, is that in order to take the handle off of the stand part, which you have to in order to use it, you have to take all the cord off, which then you have to wrap all of the cord back around again when your done.  Its just not practical unless its attached to the wall so beware of that.  My regular vacuum has attachements to clean the furniture, but I like using this one because it has a lot of attachements and does a good job on the dog bed.
  
"
3.0 out of 5 stars,"







  
  
    I bought this product over a year ago from QVC.  I will begin with the Pros:  Great suction, easy to clean filter and other parts, like the rotating brush.  Cons:  Top heavy - cannot stand on its own, always has to be supported; emptying the dust container is inconvenient as the whole motor compartment at the top has to taken off vacuum (then the stick part can stand on its own!) which entails the cord still being attached; does not catch everything on a floor without carpet because the brush continues to roll even though its not activated; even though its convenient for dislodging attachments for additional cleaning, I find I have to dislodge all the time in order to get dirt out of corners and to pick up what the vacuum head leaves behind.  It also took me about two weeks of using to get used to controlling the swivel on the head (or whatever it is called).As with all Shark products I have owned in the past it is good.  We own a Navigator Lift Away for our cabin and we both prefer it.  I will be buying this product and giving the other to friends or family.
  
"
3.0 out of 5 stars,"







  
  
    I wanted to like this vacuum and I did for a year. It worked well, worked for some hard to reach places, etc. After about a year of good performance, the vacuum has lost a ton of its suction. I get this isn't the most expensive vacuum but I was really hoping for more than 12-18 months before it stopped working.
  
"
3.0 out of 5 stars,"







  
  
    I got this because I wanted a light weight vacuum that could get underneath furniture. While it is capable of maneuvering underneath a lot, the top part is very heavy and almost pulls your arm along with it. Also, because the canister is at the top, the heat is right there by your hand and blows in your face. There areno attachment holders on the vacuum itself so you need to have your gadget bag handy which is also an inconvenience.  Vacuum works well but not what I was looking for in an overall package.
  
"
