stars,comment
5.0 out of 5 stars,"







  
  
    Wow, I have a Bissell vacuum that I just used 3 days ago on my living room carpet. I saw the commercials, researched a little bit and even though this one was not the top one, it was a good option and I am extremely impressed by this little fella. I just tested it in the carpet and to my surprise it got half full with dust, hair and dirt. Just 3 days ago I cleaned it with my older vacuum and this vacuum just showed me how little my old one was actually working. And all the details it has, the suction power is there, the flexibility, light, filters, easy to use. I'm just very impressed and glad that I got it and for only 120 on Black Friday. Great buy.
  
"
5.0 out of 5 stars,"







  
  
    Compact and lightweight powerhouse.  Unpacked the Rocket and running just a few minutes, assembly is easy and apparent without the included directions.  Just like the old time vacuum salesman I ran the Rocket over a thick throw rug recently cleaned with our old vacuum.  I was surprised by the large amount of dirt that was in the collection chamber.  This model came with the hardwood floor attachment, like a swipper, and it works well.One very minor caution, when assembling the beater head avoid the pinch point on inside of the flexible joint.Buy this thing, you will not be disappointed.
  
"
5.0 out of 5 stars,"







  
  
    I love this vacuum. Quality suction, cleans up hard surfaces and carpet really well. I love that it has attachments and you can use it as a handheld vac as well.  It’s perfect for cleaning our stupid carpeted stairs.
  
"
5.0 out of 5 stars,"







  
  
    Best vacuum I have ever owned.  Love the swivel head, extra long cord, easy to switch from bare floors to carpet and has great suction.  I also like the fact that it doesn't take up much space.  The only thing that is a bit cumbersome is emptying it.  You have to open the bin of course but you have to have the vacuum in a horizontal position.  I put a paper towel in the kitchen sink and open it there as I don't have a large garbage can in the house.
  
"
5.0 out of 5 stars,"







  
  
    I moved into a brand new apartment and the carpet already looked vacuumed and nice. I ordered this vacuum and just did a test run across my floor and the entire container immediately filled with dust and dirt I couldn’t believe because the carpet looked so nice and clean already. So of course I did my entire home, I feel better now knowing all off that dust and dirt is out of my carpet LOVE LOVE LOVE THIS!!! Getting my mom one for Mother’s Day
  
"
5.0 out of 5 stars,"







  
  
    I have owned this vacuum almost 3 years and I love it a lot. Suction power is great and you don't need to worry about losing power during cleaning like Dyson wireless ones. And it is super easy to clean tangled hair around the roller brush. Very well built and those attachments that came with products are very well designed.  Don't buy those rechargeable battery powered vacuum, I have owned a Dyson before and you have to change the batter every 1 or 2 years. Also filters are washable so you can use it again and again.
  
"
5.0 out of 5 stars,"







  
  
    I clean for a living and this tough little machine is my new best friend. Go under beds and heavy furniture and across different floor surfaces easily.  The microfiber pad on the hard floor attachment works on sandy floors. Its brush roll (when on motorized level II) might be a little too aggressive for some carpets. Wash the filter often for the most powerful suction.
  
"
5.0 out of 5 stars,"







  
  
    This is an awesome vacuum. I use to use, and love, my Mother's  Dyson ( over $400 item) until I purchased this.  Light weight, easy to assemble and use. Much easier to empty dust canister than the Dyson and actually cleans carpets better !  Great suction and rotates easily. Long cord, which worked better for me than the Dyson's wireless ( rechargeable battery) because I could only get thru 3 - 4 rooms and it would die.  This is a long cord and able to easily go thru rooms.Many accessories including those to clean car, which is nice.  Really happy with this product
  
"
5.0 out of 5 stars,"







  
  
    I have waited about 9 months to write this review. It's an awesome vacuum. Best house vacuum we have ever used. I have a few messy kids and live in a carpeted apartment.  we use this thing every day and with the proper care that is suggested, this thing is still as strong as when it was first used. Comes with a million attachments even for car detailing, which I havent used yet. But all the other attachments are real useful for those awkward angle places or below furniture. Great power and so far durability has kept up well!
  
"
5.0 out of 5 stars,"







  
  
    This vacuum is super lite, but also powerful. As a senior citizen the weight and ease of use of this vacuum is of utmost importance. Works great on my hardwood floors and carpets. Works great cleaning Venetian blinds and hard to reach areas. Very pleased with this vacuum.
  
"
5.0 out of 5 stars,"







  
  
    This vacuum works great on pet hair and is really versatile and easy to use. It is quite powerful despite being a small vacuum. Using attachments is a breeze as is going between floor and handheld mode. It works very well on bare floor. The fact that it doesn't stand on its own is a minor annoyance but I either lean it on something or take off the top and those options work fine. I use this as much with handheld attachments as in floor mode so the fact that it is so easy and effective to use the attachments is the main positive for me.
  
"
5.0 out of 5 stars,"







  
  
    Just finished vacuuming my house. 3 cats, lots of hair and currently battling flea infestation. So far, the best vacuum I have ever owned. No need to charge, light, picks up hair/cat litter/fleas lol like a champ! I was able to cut my vacuuming time in half as well. The attachments maneuver between furniture so well! I am finally able to vacuum under my couch without having to move the bed! Love it, buy it and enjoy it!
  
"
5.0 out of 5 stars,"







  
  
    Small, light, effective, and very maneuverable best describe this upright. It stores very neatly in our broom closet and gets used regularly in our kitchen, breakfast area, and utility room. We mostly use this vacuum for non-carpet areas of the floor and on furniture. We are blessed with two wonderful cats who seem to shed constantly so we must constantly follow up as faithful staff members should and vacuum up their fur deposits as required.We have not found it to be as effective as our Eureka upright on carpet but it has the advantage of a narrow width which permits us to get to places where the wider Eureka just can't fit. I see it as a perfect compliment to a larger upright for carpet and has the advantage of light weight and portability. With the attachments it is very easy to vacuum the furniture and has a really big weight and portability advantage as well.If your house has little carpet then it would probably do for the entire house with complete success.
  
"
5.0 out of 5 stars,"







  
  
    Great vacuum! I have been having issues with it making a weird noise but besides that it does a fantastic job picking up everything from cereal to cookies off both the carpet and tile. With 3 little kids plus their friends our floors get messy at snack time, this vacuum handles it perfectly.
  
"
5.0 out of 5 stars,"







  
  
    I have had a Dyson Pet Vacuum for the past 5 years and while it served it's purpose, I love the Shark Rocket.Entire vacuum is so light weight (motor is in handle, so top is a little heavy, but once you get used to it, you don't even notice).Cord is extra long.  I can plug it in downstairs and vacuum all the way to the top of the staircase, something I've never been able to do before.  Canister looks small, but trust me, it holds a lot (we have a yellow lab that never stops shedding).  Attachments are awesome.
  
"
5.0 out of 5 stars,"







  
  
    Love this vacuum! Ordered this one to replace a really horrible one I bought off Amazon and I am not disappointed in this purchase. It is lightweight, which is awesome. Very flexible and easy to get around with, but also has powerful suction. Love that you can detach to get cobwebs off of the ceiling.
  
"
5.0 out of 5 stars,"







  
  
    I couldn't wait to get this and vacuum for the first time.  I didn't 100% believe the commercial that showed how much stuff it would pick up on floors that were supposedly already clean... so, I vacuumed with my old vacuum, then vacuumed after with the Shark - so much gunk and dust.  I didn't know my floors were that dirty all the time!  I also did my whole minivan (3 kids under 5 in the back seat), which badly needed it.  The car detailing kit of attachments was great.  The hardwood floor attachment did a great job picking up the big stuff and dusting with the microfiber pad.  So happy with this purchase!
  
"
5.0 out of 5 stars,"







  
  
    I live in a small cabin. The rocket works great. Easy to use. Goes under and over beds, cabinets, chairs, sofas real easy. Say it is one of the best I've ever used. I do not find it too heavy. Much lighter than the old Kirby. Plug the power cord in the living area and was able to vacuum the entire home without removing it to another plug. Hung it on the wall in the utility room and it is out of the way. Hold on to it when turning it on, it could get away from you. You will not be disappointed, at all with any aspect of this vacuum. Written by a 51 year old single father of one.
  
"
5.0 out of 5 stars,"







  
  
    We have had this now for some time (6+ months) and has been best vacuum cleaner I have owned. Our home is mostly solid floors with some carpet and this thing really pulls the dirt and dust up even after using it for sometime now. Heck I even use it to clean our cars and it’s not neat at it but works fine. Comes with some attachments but we most use main one and one for hard floors but I like how can come apart to be smaller and more versatile.
  
"
5.0 out of 5 stars,"







  
  
    I love this vacuum, much better than the bissel I owned. This one has two settings so I can use it on my rugs or on my hardwood/tile floors. It's great and it has enough suction to power through anything, the container is easy to empty when it gets full (which is obvious because it's visible). I like this vacuum alot and recommend it. Also it stores easily and doesn't take up alot of space.
  
"
5.0 out of 5 stars,"







  
  
    This thing honestly picks up so much but it seems to work better for us on our carpet than our linoleum. Do keep in mind that it picks up a ton of fur being that we have three shepherd malamute mixes in our home. It picks up their fur much better on carpet than it does on linoleum but it still gets it on linoleum and sucks it up
  
"
5.0 out of 5 stars,"







  
  
    It is THE BEST!!  I have a problem with shedding hair & it picks it up NO PROBLEM!  the suction is great,  really powerful -I have have extensive back surgery & have been having a really hard time finding something that I can use that is powerful while still lightwieght & have tried several at this point & was about to give up when I got this one & finally have something I can actually use!The only problem with it is that when you detach it to use it w/o the base it is a bit heavy if you are holding it up to do blinds or whatever!
  
"
5.0 out of 5 stars,"







  
  
    It takes getting used to because the handle is top heavy but, after mastering that, the vacuum does an outstanding job.  We used it on a carpet that had been vacuumed regularly by traditional vacuum cleaners.  However, using this one picked up a whole bunch of stuff that the other one didn't get.
  
"
5.0 out of 5 stars,"







  
  
    BEST EVER!!!!!!!  So glad I got this one and not a more expensive brand that is cordless.  Nice not to have to charge or worry about charge running out.  Lightweight and easy to push!!!  I cannot push a traditional vacuum cleaner on our large rugs.  Dirt emptied by push of a button.  Easy!  I know others who have this vac and they also say it's their favorite vac EVER!!!!!!!!!!
  
"
5.0 out of 5 stars,"







  
  
    I got this to replace a bissell sweeper.  Bet thing I did.  I would have preferred wireless at the time of purchase but decided to try a corded one.  Best thing I did, the cord is way long enough to not be a problem,  I has great power and picks up well.  Only dislike is it won't stand on it's own but I knew this before purchasing so not a problem.
  
"
5.0 out of 5 stars,"







  
  
    I purchased this for my mother, as she wanted something lighter than her old vaccum. She was very delighted when she unwrapped this on christmas day. She has used it many times since, working well on the hardwood floors (as that is all she has in he house).CON: The only thing I did not like (More about the shipping ,) the Vaccum was shipped in the brown SHARK Vaccum box. I was at work when this came in and she seen what it was, so the initial Christmas surprise was lost. But she still loves the Vaccum itself.
  
"
5.0 out of 5 stars,"







  
  
    Great vacuum. This is my second one. Gave the first one to one of my sons. I was tired of him borrowing it and not getting it back to me in a timely manner.  So I bought another. Love this vacuum. Light weight, easy to empty, easy to remove hair etc from brush, easy to replace filters.
  
"
5.0 out of 5 stars,"







  
  
    Incredible suction! I have been using this vaccume cleaner on a daily basis for about 8 months and the suction is still amazing. It's a bit top heavy but you get used to it after a little while. It's very easy to maneuver, and easy to maintain and clean. Absolutely love it and highly recommend it, especially to pet owners!
  
"
5.0 out of 5 stars,"







  
  
    I love the swivel brush.  You can get in your vehicle with the motor brush.  The hand held part is much stronger than my other hand held.  The unit fell out of my van on the filter lid and it popped off without breaking.  It has loads of mini detail attachments.  It has good power but not like a commercial vacuum.  It is stronger than my shop wet/dry vacuum.  Can't beat the price either.
  
"
5.0 out of 5 stars,"







  
  
    Delivered quickly. Lightweight, as promised. Dirt tray fills quickly with (months of, I'm embarrassed to say) German Shepherd, & the hair of 2 Beagles. Got this vacuum for the lightweight reach into those hard to reach corners, high & low & for the ""vaccu-dusting"" kit for the computer, &  have to say I'm impressed with the freedom with the cord length & didn't mind emptying the bagless bin frequently.I haven't used the carpet or hard floor tool as I live in a hoarder-esque (bordering on) household. We've got TONS of dog beds. but EVERY flat tabletop surface is STACKED with papers that fall on the floor. The SharShark's unique crevice tool allowed me to vacuum up the dogs' ""tumbleweeds"" that I would've gotten papers stuck to, avoiding the tumbleweeds comPLETEly, rendering vacuuming befofe the Shark completely futile.Proven so as of 2 weeks ago our _____ brand canister  vac, convertible from rotating floor for carpet to rollers off, to crevice & furniture tools, but to use those far away, it was heavy & lost suction.2 weeks ago, Mom'slittle 10 y/o Beagle named Peanut got an obstruction from eating all the hair that I couldn't get to without my Shark. I researched & the Shark was EXACTLY what I needed for reaching  past the dog beds & I am VERY happy  with the power to do my ceiling fans, cobwebs in the basement ceiling, etc., withOUT hurting myself! (Sorry 4 the tytypos. (Like that one. I try to fix it & my phone has a canniption, LOL)). Def recommend to fam, friends, & loved ones!~Meghanlmt25@gmail.com
  
"
5.0 out of 5 stars,"







  
  
    Owned this vacuum for about 8 months.  Looove it.  Despite it's lightweight, the little vacuum picked up considerable amount of debris each time I put it to work. Our new lab mix dog sheds so heavily that her white dog bed is covered with her brown fur after a while.  This morning I just ran the vacuum over her bed.  The bed is restored to its original white color with just a few passes and the dirt bin is full with dog fur.  I am going to order the mini motorized pet hair attachment for our stairs really soon.
  
"
5.0 out of 5 stars,"







  
  
    I really like this little Shark vacuum. It comes with a ton of attachments, you can hang it on the wall and it won’t fall or destroy the wall. It’s easy to clean, great for all types of flooring, and the suction is much stronger than you would expect from a lightweight vacuum. We have 2 dogs and 2 cats and the animal hair is everywhere and this vacuum is great at getting all the hair, dust and dirt from everywhere - floors, furniture, air ducts, and all the hard-to-reach places! Would definitely recommend this for everyday use. It was also very easy to assemble.
  
"
5.0 out of 5 stars,"







  
  
    had it for 10 months now and it works great on all the hardwood. About 1500 sqft of it. Bought the large swifter at the same time. It’s still in the box since this works so well. Long cord so we don’t have to keep finding an outlet. Plus you don’t have to worry about the battery dying.  Never tried it on carpet other than area rugs
  
"
5.0 out of 5 stars,"







  
  
    Bought this for my small space. Needed a vacuum that would not only clean but also get pet hair out of my carpet. It is easy to store and the suction is great. It picks up all the pet hair each time without having to go over a section continuously. Very pleased with this purchase.
  
"
5.0 out of 5 stars,"







  
  
    Love this! It's so easy to use, empty, switch out brushes, and clean under furniture. Cleaning my floors and carpet is no longer a chore. I can do it any time quickly ad easily. Great suction on both carpet and floors. The electric cord is more than long enough, only downside is that it's not retractable and the vacuum will not stand upright on its own. These are minor issues compared to the convenience it provides. My 3 year old can even use it! Highly recommend!
  
"
5.0 out of 5 stars,"







  
  
    We just received this vacuum cleaner so I can’t say anything about the durability but my wife is very satisfied with this new vacuum. We had a Dyson before but after 5years it didn’t work anymore. A repair shop wanted to have 150$ for a repair. So we decided to buy a new one. After reviewing most of the canister vacuums we wanted to try a new brand and also to safe some money. Therefore we tried the Shark Rocket Ultra light. Right after the first time of vacuuming our carpet, the container was full within two minutes. Looks like the Dyson we had before didn’t have the same suction. The vacuum runs almost by his own over all carpet and over hardwood floor. Very easy and very light. We are more then happy with this purchase and no need to spend a fortune on other brands. Our carpet looks perfect after using this vacuum.
  
"
5.0 out of 5 stars,"







  
  
    As of now, I've had this vacuum for one day and I love it. It has great suction, I couldn't believe how much cat hair came out of the area rug, and it does really well on hardwood floors, especially the hardwood floor vacuum head that it comes with. Overall first impression: This thing sucks! :)
  
"
5.0 out of 5 stars,"







  
  
    Took it out of box read the book, put it together and  vacuumed  the room, it was very powerful  and filled the dust cup ! When I tried to empty the dust cup switch wouldn""t release! I called my neighbor over to help me as she owns one too! No luck ! Now I have to call Shark next week! They are closed on Sat and Sun!!
  
"
5.0 out of 5 stars,"







  
  
    This little vacuum is excellent. I have a big house so was worried it wouldn’t be enough. The cylinder is a bit small, but it’s a good trade off to have a light weight, strong machine. This is my third Shark product, and they all work equally well. The more expensive models have better bells and whistles, or bigger cylinders, but they’re all very powerful. Very impressed, once again.
  
"
5.0 out of 5 stars,"







  
  
    I have 3 dogs, 2 of which are huskies so the hair struggle is REAL at our house. This is the best vacuum I've ever had! The suction is amazing and I love all the attachments that come with it!! It's very lightweight which is good for my stairs since the hair seems to like to pile up on them.
  
"
5.0 out of 5 stars,"







  
  
    I love the light weight. The suction is great. Gets around and under furniture very well. Comes with a lot of extra attachments. The only draw back is the distance between the hooks to store the power cord. It's about 3 feet. It's ok for me but not so much for my wife. Other than that it's a great vacuum.
  
"
5.0 out of 5 stars,"







  
  
    This is the best vacuum me and my wife have ever used. Tested it against a very well known competitor by vacuuming the carpet with the very expensive vacuum. Then did it with the shark and was amazed at the dirt that filled the canister ! Did this with multiple rooms and had the same results. Not only is it light it is easy to clean the filters, disassembles easily and it is very light. The dirt collection canister fills up quickly, because it works so well. Only wish it was a little bigger.
  
"
5.0 out of 5 stars,"







  
  
    Very light and swivel like it’s no thing!Suction does not feel as strong thus hard to tell if it’s really picking up so much as the typical Shark pet hair specialized vacuume.Power gives two options to either carpet or hardwood floor with buch of replaceable attachments.  Stamd atraight against the wall is a good feature for storage, however I wish to feel more suction on hand (that’s how light it feels back and forth: this could be the both pros and cons).
  
"
5.0 out of 5 stars,"







  
  
    What a great vacuum! This arrived a few days ago and I’ve already vacuumed all of our carpeted stairs, our tile kitchen, our hardwood living room and area rugs. It’s so easy to use, it’s lightweight, and it’s easy to clean it out! I bought this so I didn’t have to sweep the kitchen floor after every meal. It’s been such a great vacuum to have so far.
  
"
5.0 out of 5 stars,"







  
  
    Was disappointed at first because I thought it was a cordless vacuum.  But after trying it out I didn't care.  Picked up the dog hair and dirt amazingly.  And we have a lot of dog hair.  Works awesome on the furniture, too.  Long cord but still not as easy as a cordless on stairs but really not bad.  Also worked great when used to clean our truy (which was also full of dog hair).
  
"
5.0 out of 5 stars,"







  
  
    I was in love with this ultralight vacuum from first use. I raved to friends and family about it. Now that I have used it over the course of time, I can tell you that my love has not faded. I love that it is so light, so versatile, and so easy to maintain. The suction and the swivel head are amazing. You won't be disappointed, I promise. The only drawback - and it is minor for me, is that the motor for the vacuum is at the top, your wrist and arm will bear most of the weight (although it IS very light) and for any big cleaning, my wrist and arm can get a little fatigued, but nothing too bad. I can't recommend this vacuum enough.
  
"
5.0 out of 5 stars,"







  
  
    Hung up in the closet with the wall attachment. Takes up little space, works really well, many attachments for any job.
  
"
5.0 out of 5 stars,"







  
  
    No complain,so far,i recently purchased the vacuum,i had before Hoover,eureka,dirt devil,Dyson can't afford ,Shark after searching all reviews hopefully will work for me,and I will inform you later next year.My last Eureka lasted 5 years,and I expected at least same with my new vacuum Shark.This is not a fake review .
  
"
5.0 out of 5 stars,"







  
  
    This vacuum works great on all surfaces. I use it on my hardwood floors and move right up onto carpeting. The swivel head takes care of the dust and dirt along mop boards and cupboards. Very easy to dump.
  
"
5.0 out of 5 stars,"







  
  
    This is my 2nd one.  I used my last one for 4 years in California.  Left it behind for the person who bought my house (hard wood floors).  I just got my new one.  Works great on tile and area rugs in my brand new home.
  
"
5.0 out of 5 stars,"







  
  
    Shark has really wowed me with this product. Includes mini car cleaning tools. I love it,except for 1 small minor annoyance? When you empty the dirt collection bin,the bin itself and extra long cord stays attached to the main unit. Other than that,buy it!
  
"
5.0 out of 5 stars,"







  
  
    I love this vacuum. After having a Shark upright for 6 years I switched to this when it went out. This thing has power and attachments galore. Having all hard wood floors the hardwood floor attachment is great. It is light weight and portable. The cord is so long I don't have to keep switching plugs all the time.
  
"
5.0 out of 5 stars,"







  
  
    I bought one of these for our dental office to replace our bulky upright that was tough to maneuver around chairs and had a hose attachment that just irritated me. This vacuum is so amazing I bought one to replace our Dyson Animal for our house. We have 2 Huskies and 2 small children so we spent $600 on the Dyson Animal and loved it. I was really hesitant to buy this thinking it was a cheap imitation of a Dyson that wouldn’t compare but if I had to choose between this and the Dyson, hands down the Shark Rocket would win. There are no annoying hoses to take out and put back, you can lay it flat on the ground to vacuum under things and the head is so low profile and articulating that I can get in and around things that I had to move before. It picks up dog hair and food just as good and actually does a better job on cleaning the hair out of my car. There are two settings, one for carpet and one for rugs and hardwoods, both are awesome. It comes with a gazillion attachments but I only need two to clean everything, the main brush head and the angle nozzle. It is 10 times lighter than a traditional upright and takes up a whole lot less space so it is easier to store. It doesn’t hold a lot of dirt and hair but because it is so easy to take out of the closet and empty I vacuum 3 times more so I end up having a cleaner house and I only have to empty it once. Worth every penny.
  
"
5.0 out of 5 stars,"







  
  
    I love this thing! It is awesome! The only thing I would change is the length. I am 5’3” y’all and it’s really long!
  
"
5.0 out of 5 stars,"







  
  
    I love this thing. I bought it because I had a crappy, cheap vacuum cleaner and I needed something that would work with carpets, hardwood floors, and upholstery. I live in an apartment, so I also needed something compact and that I could mount to the wall for storage. This thing is POWERFUL and does a great job at cleaning. I recently moved to my new apartment and the carpets are new, so I was having a sore throat. After vacuuming once with this thing I feel better. Highly recommend for apartment living.
  
"
5.0 out of 5 stars,"







  
  
    OMG...I know this sounds silly, but I LOVE this vacuum! I'm older and have some health issues. Due to limited storage space I had to keep my vacuum downstairs and my husband would have to carry it up for me and usually even do the vacuuming since it was such a beast to push  around the carpet. This vacuum is so small & light I hang it in the coat closet upstairs and its so easy for me to maneuver that I do all the floors (tile, berber & frisse`), plus using it for a mini-vac for small clean-ups like the fireplace hearth. The suction is much better than my upright! Also I got the ""mini-tools"" and cant believe how handy they are and how often we use them! My only regret is I didnt know about this years ago.
  
"
5.0 out of 5 stars,"







  
  
    My sister & I both have one & I recently bought one for my mom. I will be buying another for my daughter this Christmas. They are great! More powerful than my upright, yet lightweight & very easy to click apart & back together again in order to get into smaller spots and/or add attachments. We all LOVE OUR SHARKS!!
  
"
5.0 out of 5 stars,"







  
  
    Light and easy to use. Powerful suction and motorized head works well on carpets. Bought this for dog hair and frequent use as opposed to main vac which is more cumbersome and comes out once a week. So pleased with it that we bought another for a second home.
  
"
5.0 out of 5 stars,"







  
  
    This vacuum is way more than I was expecting. I seriously love it. It comes with so many small attachments so you can use it to vacuum your car out. Or anything. The mobility of this vacuum is unmatched. Seriously $150.00 of the best money I've ever spent! Highly recommended.
  
"
5.0 out of 5 stars,"







  
  
    So I got this for my kitchen and thin dining room rug well I found out it does very well on my Shag rugs which is awesome and does not break my arm bringing back and forth.Very happy with this and actually buying another so I will have one for 1st 2 flloors and one for other 2 floorsno stupid filter replacements, one click BOOM deposit in trash
  
"
5.0 out of 5 stars,"







  
  
    Totally amazing carpet, wood and tile vacuum! The attachment possibilities are amazing!
  
"
5.0 out of 5 stars,"







  
  
    I absolutely love it...The suction for carpets is amazing. Very happy with my purchase.
  
"
5.0 out of 5 stars,"







  
  
    We love the ease with which we can use this vacuum, and it seems to do a good job on the dog hair in our carpeting.
  
"
5.0 out of 5 stars,"







  
  
    I love this sweeper. Easy to use and lightweight!  It actually makes cleaning fun!!
  
"
5.0 out of 5 stars,"







  
  
    Amazing machine, works great and a lot of power. Great vacuum for the money!
  
"
5.0 out of 5 stars,"







  
  
    This vacuum is amazing!  It was kind of s splurge for me but the price was half what it is in the stores here.  I love it so much I plan on giving one to my mother and my boyfriends mother for Mother's Day.  I loathe vacuuming but this vacuum makes it tolerable.  I love how comfortable it is in my hands, love the swivel head, love the long cord, and love the ease going from carpet to tile.  It really makes cat-hair hair-balls easy to catch and I do not mind emptying it more frequently than other vacuums.  Great suction too.
  
"
5.0 out of 5 stars,"







  
  
    This is the best vac I've ever owned. I was shocked at what it pulled out of my carpeting, and it can tackle kitty litter in one pass. I wish it had a larger dirt cup, but I don't mind having to empty it so often to get the amazing cleaning.I recommend ordering some extra filters along with it so you have them on hand.  Once they start to go, you loose a lot of suction.
  
"
5.0 out of 5 stars,"







  
  
    Sucks as strong as a shopvac by my judgement. Lightweight use, even after a major surgery I was able to use it even though I was supposed to be resting. The dustbin pops open quite aggressively so make sure you have the whole thing over and kind of inside the trash can before hitting the release button and dust explodes out. Rugs look brand new again! Easy to vacuum car trunk, again right after surgery.
  
"
5.0 out of 5 stars,"







  
  
    I made the right choice!, I had a dyson lightweight that broke down  unable to replace it bought this one as a more affordable option, great suction , excellent for bare floors, my house is 120 yrs old and there is a lot of crevices in the floor planks, it picked all the stuck dirt from it, great brush , I also have a cleaning roomba robot that wont be using after buying this shark one, it weights around 10 lb, it comes with all the attachments so you do not have to buy any extra ones, the filter is washable and the dusting piece is unbelievably effective, all the parts have a detachment button so there minimal pulling, so easy to change  parts, definitely a keeper, Im in love...
  
"
5.0 out of 5 stars,"







  
  
    I have purchased this vacuum previously and just bought another one because my dog chewed the cord off🤦🏻‍♀️ Absolutely love this vacuum! I had back surgery and  appreciate the lightweight yet powerful design. Makes cleaning easy and thorough! Comes with attachments perfect for high or low areas. Love the car detail kit they’ve added as an extra touch. Highly recommend!!!
  
"
5.0 out of 5 stars,"







  
  
    Awesome suction -- easy to handle - literally walks across the carpet on its own!!  Was appalled at how much junk was still in our carpet when I emptied the dustbin after the first use!!!
  
"
5.0 out of 5 stars,"







  
  
    So far so good, only time and use will tell if it was a good buy or not.
  
"
5.0 out of 5 stars,"







  
  
    Lightweight, good suction. Very compact to store, hangs on the wall. Assembly/disassembly/change tools is very quick and easy. Tool release latches are very easy to operate with your fingers. Nice tool included for cleaning wood/tile floors that has a dust pad behind the head. All in all a very well engineered unit.
  
"
5.0 out of 5 stars,"







  
  
    We like everytbing about it.  We like its versatility and handy attachments
  
"
5.0 out of 5 stars,"







  
  
    Awesome product.  Love this vacuum. So light and easy to maneuver!
  
"
